Date,Consumption
2021-04-26,8173.2915552671975
2021-04-27,8294.42580718386
2021-04-28,8227.554418248628
2021-04-29,8273.282999464556
2021-04-30,8309.344655374134
2021-05-01,8193.95752863682
2021-05-02,8279.997622501789
2021-05-03,8293.039953532465
2021-05-04,8385.466374308275
2021-05-05,8395.647562209451
2021-05-06,8227.926668498558
2021-05-07,8170.05342577595
2021-05-08,8013.017398294523
2021-05-09,8150.5523854030225
2021-05-10,8274.024085590865
2021-05-11,8383.79242872265
2021-05-12,8319.24196399924
2021-05-13,8172.132863754059
2021-05-14,8295.698650492854
2021-05-15,8444.008966900738
2021-05-16,8304.05912825501
2021-05-17,8299.405687415878
2021-05-18,8156.394484444236
2021-05-19,8241.417446977768
2021-05-20,8329.051547125688
2021-05-21,8205.245681224353
2021-05-22,8197.133114810133
2021-05-23,8213.462982229092
2021-05-24,8136.2750349842545
2021-05-25,8257.483741159664
2021-05-26,8232.096252795534
2021-05-27,8137.196056274367
2021-05-28,8149.986455420095
2021-05-29,8224.943859370638
2021-05-30,8126.623230328543
2021-05-31,8065.418799888281
2021-06-01,8225.162277086896
2021-06-02,8274.473130921258
2021-06-03,8253.98556322303
2021-06-04,8259.7883927498
2021-06-05,8134.571386995073
2021-06-06,8044.992620397207
2021-06-07,7992.888602090828
2021-06-08,8021.12227205971
2021-06-09,7934.5309628888945
2021-06-10,7845.733209851009
2021-06-11,7711.098258156823
2021-06-12,7751.5361695746105
2021-06-13,7667.491466900682
2021-06-14,7791.833646510093
2021-06-15,7903.922414997022
2021-06-16,7768.246006539171
2021-06-17,7686.836228427378
2021-06-18,7738.792408747659
2021-06-19,7650.3339277148125
2021-06-20,7537.816442174106
2021-06-21,7669.129498312103
2021-06-22,7690.923045618994
2021-06-23,7682.515644276925
2021-06-24,7769.979371468077
2021-06-25,7865.549184645484
2021-06-26,7768.145342818873
2021-06-27,7642.901342087587
2021-06-28,7621.822581666721
2021-06-29,7598.523774595167
2021-06-30,7588.501220839227
2021-07-01,7658.034915370862
2021-07-02,7711.140185621245
2021-07-03,7860.478818335001
2021-07-04,7734.213705629725
2021-07-05,7704.087793045674
2021-07-06,7654.5667195996375
2021-07-07,7765.304582006008
2021-07-08,7687.234177131328
2021-07-09,7591.976710459143
2021-07-10,7576.371720535783
2021-07-11,7552.697571143253
2021-07-12,7485.794309223578
2021-07-13,7410.878410477634
2021-07-14,7536.349206140533
2021-07-15,7519.205743565726
2021-07-16,7627.888074124026
2021-07-17,7643.243108150537
2021-07-18,7505.844602027282
2021-07-19,7655.746066844183
2021-07-20,7758.647741357262
2021-07-21,7904.198811448757
2021-07-22,8039.002387462109
2021-07-23,8151.129021120288
2021-07-24,8042.331373505014
2021-07-25,8037.712220413978
2021-07-26,7945.679547159848
2021-07-27,7914.227462220539
2021-07-28,7774.505068684852
2021-07-29,7736.8681046864085
2021-07-30,7887.0589252608725
2021-07-31,7812.984632634181
2021-08-01,7901.762202538474
2021-08-02,7887.541675242872
2021-08-03,7863.250408725499
2021-08-04,8007.090533781788
2021-08-05,8165.7663068721
2021-08-06,8183.981950722355
2021-08-07,8255.479926038897
2021-08-08,8141.487210864702
2021-08-09,8075.283185312507
2021-08-10,8226.681619461866
2021-08-11,8252.737261185135
2021-08-12,8266.666297610122
2021-08-13,8348.663545914786
2021-08-14,8200.780420197088
2021-08-15,8228.393298935425
2021-08-16,8229.331461803997
2021-08-17,8345.43741799748
2021-08-18,8231.082468780074
2021-08-19,8382.790834889116
2021-08-20,8241.997324454867
2021-08-21,8138.420131214572
2021-08-22,8169.357556154772
2021-08-23,8226.612516103523
2021-08-24,8139.477518039492
2021-08-25,8015.720543636161
2021-08-26,8140.857905307678
2021-08-27,8058.216913619649
2021-08-28,8088.683147286216
2021-08-29,8127.308715715049
2021-08-30,8101.049353730914
2021-08-31,8128.162687534429
2021-09-01,8135.569952266733
2021-09-02,8277.033279006844
2021-09-03,8179.119021073584
2021-09-04,8249.84935987506
2021-09-05,8163.617298813519
2021-09-06,8129.586720256874
2021-09-07,8185.417542519806
2021-09-08,8119.93324605699
2021-09-09,8060.228090241967
2021-09-10,8141.4315005096905
2021-09-11,8002.227062398683
2021-09-12,7988.874713606869
2021-09-13,8148.158316743952
2021-09-14,8309.849212643856
2021-09-15,8168.003650212879
2021-09-16,8074.2853852348535
2021-09-17,7998.4518308492525
2021-09-18,8137.068001455109
2021-09-19,8261.032708679291
2021-09-20,8386.359263823033
2021-09-21,8342.591555501729
2021-09-22,8228.38042005292
2021-09-23,8338.227638054905
2021-09-24,8406.114127207351
2021-09-25,8443.665168973905
2021-09-26,8608.226482916216
2021-09-27,8661.245003550594
2021-09-28,8490.730417388937
2021-09-29,8598.428246409123
2021-09-30,8529.42715025258
2021-10-01,8585.171635911644
2021-10-02,8735.903212706266
2021-10-03,8608.111315558817
2021-10-04,8475.694003006623
2021-10-05,8342.468290721597
2021-10-06,8360.22895217753
2021-10-07,8284.100109520703
2021-10-08,8318.836940783987
2021-10-09,8391.248152829388
2021-10-10,8291.760612612352
2021-10-11,8336.283373420383
2021-10-12,8257.583490352465
2021-10-13,8253.795522818215
2021-10-14,8387.618103430428
2021-10-15,8503.737534282285
2021-10-16,8365.05806136646
2021-10-17,8339.486337374481
2021-10-18,8264.991448532524
2021-10-19,8100.863823161461
2021-10-20,8188.715819382395
2021-10-21,8233.627118652665
2021-10-22,8155.228254385741
2021-10-23,8233.91997916935
2021-10-24,8250.94127725113
2021-10-25,8227.075237848429
2021-10-26,8065.715866939669
2021-10-27,7928.677373444346
2021-10-28,8050.178453131574
2021-10-29,8180.246336466601
2021-10-30,8195.163928316677
2021-10-31,8304.84636981925
2021-11-01,8332.255540768776
2021-11-02,8214.968640567324
2021-11-03,8092.547705527321
2021-11-04,8030.480567514245
2021-11-05,8158.641091200056
2021-11-06,8255.279315387274
2021-11-07,8374.387337955228
2021-11-08,8508.017314952256
2021-11-09,8409.350361679606
2021-11-10,8325.09867455738
2021-11-11,8192.827382807542
2021-11-12,8284.62514347848
2021-11-13,8411.921623723427
2021-11-14,8380.419781365801
2021-11-15,8420.867545626461
2021-11-16,8304.509122347128
2021-11-17,8447.307155001206
2021-11-18,8570.504607258532
2021-11-19,8733.757647228098
2021-11-20,8842.325842650964
2021-11-21,8977.230097182979
2021-11-22,8806.586010200603
2021-11-23,8889.919024899355
2021-11-24,8830.24472085305
2021-11-25,8982.413108990564
2021-11-26,9091.005143950026
2021-11-27,9223.393462137497
2021-11-28,9338.039990731733
2021-11-29,9250.936886355048
2021-11-30,9357.276224225427
2021-12-01,9210.589925136244
2021-12-02,9347.704949980453
2021-12-03,9481.785906402842
2021-12-04,9376.512943800115
2021-12-05,9495.25208000865
2021-12-06,9480.174848269275
2021-12-07,9406.301862682485
2021-12-08,9517.426219435143
2021-12-09,9413.722625417633
2021-12-10,9234.358989883951
2021-12-11,9121.009001968607
2021-12-12,9058.352030404356
2021-12-13,9190.36951889331
2021-12-14,9362.00485451529
2021-12-15,9279.291538900132
2021-12-16,9331.805550898958
2021-12-17,9294.358278510801
2021-12-18,9473.237381647363
2021-12-19,9486.96059087621
2021-12-20,9653.641608488599
2021-12-21,9505.107493713584
2021-12-22,9683.955828628576
2021-12-23,9559.446425825157
2021-12-24,9736.309306290288
2021-12-25,9644.96962480206
2021-12-26,9493.8918033115
2021-12-27,9469.042019463395
2021-12-28,9555.606130769846
2021-12-29,9484.38908281865
2021-12-30,9524.68212637047
2021-12-31,9529.034166860964
2022-01-01,9485.275101334173
2022-01-02,9514.333447815701
2022-01-03,9420.987373262018
2022-01-04,9499.665914171004
2022-01-05,9310.31525900938
2022-01-06,9468.804817297441
2022-01-07,9483.368595509719
2022-01-08,9566.606018021836
2022-01-09,9659.191660850634
2022-01-10,9725.116997935542
2022-01-11,9672.298515026154
2022-01-12,9505.92484830354
2022-01-13,9568.374091904578
2022-01-14,9503.385708867123
2022-01-15,9432.648452891277
2022-01-16,9563.956684403996
2022-01-17,9648.025494511137
2022-01-18,9570.965660631782
2022-01-19,9497.952462673511
2022-01-20,9463.149270706372
2022-01-21,9426.205282464934
2022-01-22,9349.157442089168
2022-01-23,9209.775640201826
2022-01-24,9180.468783509545
2022-01-25,9342.178580810749
2022-01-26,9408.44001722356
2022-01-27,9560.03088984876
2022-01-28,9604.2039364381
2022-01-29,9527.735216508263
2022-01-30,9546.004539459233
2022-01-31,9355.239452757769
2022-02-01,9275.500524646197
2022-02-02,9249.487624584068
2022-02-03,9279.080354337048
2022-02-04,9336.501390881393
2022-02-05,9323.425878463151
2022-02-06,9301.85512550407
2022-02-07,9195.330801878703
2022-02-08,9185.468326253751
2022-02-09,9332.869677003582
2022-02-10,9443.38009730076
2022-02-11,9318.61090949634
2022-02-12,9163.845755850545
2022-02-13,9169.509749269782
2022-02-14,9218.269848190612
2022-02-15,9157.498682759271
2022-02-16,9274.137181041437
2022-02-17,9367.300762599196
2022-02-18,9432.045923262556
2022-02-19,9328.157847914053
2022-02-20,9215.895308744493
2022-02-21,9040.58147521624
2022-02-22,8948.310604445498
2022-02-23,8939.411095857811
2022-02-24,9064.469056976533
2022-02-25,8909.58564503372
2022-02-26,8879.093839424988
2022-02-27,8925.181799132142
2022-02-28,8816.092956591867
2022-03-01,8885.336049581716
2022-03-02,8883.337619866024
2022-03-03,8792.366713499467
2022-03-04,8847.251483990432
2022-03-05,8672.26871033063
2022-03-06,8759.325965449945
2022-03-07,8853.942869107836
2022-03-08,8714.612725099529
2022-03-09,8688.519847867978
2022-03-10,8575.877247909932
2022-03-11,8732.97567040195
2022-03-12,8739.248654310763
2022-03-13,8582.018519415027
2022-03-14,8495.923119068657
2022-03-15,8614.300672135732
2022-03-16,8599.298635091098
2022-03-17,8702.97748996246
2022-03-18,8761.31449934318
2022-03-19,8932.297668270026
2022-03-20,8966.40200913784
2022-03-21,9127.811451111293
2022-03-22,9270.725933026266
2022-03-23,9312.50068542799
2022-03-24,9394.180242015149
2022-03-25,9395.975719678609
2022-03-26,9520.216515373679
2022-03-27,9538.446568766813
2022-03-28,9689.99649954168
2022-03-29,9784.437314806506
2022-03-30,9774.525459391825
2022-03-31,9680.37392577721
2022-04-01,9582.501371597848
2022-04-02,9635.267007866792
2022-04-03,9737.714440768714
2022-04-04,9746.010900567142
2022-04-05,9795.422566505315
2022-04-06,9707.10603630484
2022-04-07,9543.049480859283
2022-04-08,9461.257206512557
2022-04-09,9374.862722982292
2022-04-10,9307.25480112864
2022-04-11,9322.203079761077
2022-04-12,9187.357062262854
2022-04-13,9088.597192578001
2022-04-14,9159.10646136049
2022-04-15,9234.731057138213
2022-04-16,9073.76188249352
2022-04-17,9040.22502979601
2022-04-18,9055.633601753278
2022-04-19,9025.124894721723
2022-04-20,8919.29064474293
2022-04-21,8890.800117749108
2022-04-22,9034.773637384955
2022-04-23,9065.15917638092
2022-04-24,9136.057056190739
2022-04-25,9266.422024226724
2022-04-26,9364.866481412948
2022-04-27,9320.057853703509
2022-04-28,9135.854770233962
2022-04-29,9081.68236824373
2022-04-30,9173.761591205339
2022-05-01,9303.459480542182
2022-05-02,9472.19831179039
2022-05-03,9441.516452991798
2022-05-04,9534.993383432979
2022-05-05,9552.588234155963
2022-05-06,9592.041412806613
2022-05-07,9484.817236113695
2022-05-08,9378.367855472767
2022-05-09,9354.297702683885
2022-05-10,9178.072020892143
2022-05-11,9117.911426890834
2022-05-12,9183.247420512225
2022-05-13,9148.100072459114
2022-05-14,9025.531899709204
2022-05-15,9013.759049775263
2022-05-16,8879.500117289595
2022-05-17,8922.923345261943
2022-05-18,8754.089661686434
2022-05-19,8716.979414553443
2022-05-20,8739.431558173013
2022-05-21,8574.117186172656
2022-05-22,8623.075274585335
2022-05-23,8497.4196448181
2022-05-24,8484.401069060348
2022-05-25,8331.77844760427
2022-05-26,8291.487254854035
2022-05-27,8195.856651712886
2022-05-28,8139.090773239465
2022-05-29,8224.13766544812
2022-05-30,8184.374359714349
2022-05-31,8266.876069246266
2022-06-01,8376.635146436338
2022-06-02,8293.629906690556
2022-06-03,8154.929307819797
2022-06-04,7998.153495089242
2022-06-05,8010.764678925831
2022-06-06,8170.950437939435
2022-06-07,8121.911774131921
2022-06-08,8170.690057283223
2022-06-09,8262.60478057263
2022-06-10,8312.760330168323
2022-06-11,8397.295517901028
2022-06-12,8548.316421418294
2022-06-13,8445.51802078292
2022-06-14,8283.49245250897
2022-06-15,8168.312923906948
2022-06-16,8046.187162242133
2022-06-17,8100.727065446498
2022-06-18,8121.45507039473
2022-06-19,8029.83353802329
2022-06-20,8093.900358654218
2022-06-21,8180.310223214605
2022-06-22,8071.606708543754
2022-06-23,8106.233092190337
2022-06-24,8186.622817161648
2022-06-25,8060.395857544236
2022-06-26,8163.34361205328
2022-06-27,8315.090626210731
2022-06-28,8184.742849685838
2022-06-29,8029.454845071385
2022-06-30,7969.059612468361
2022-07-01,8025.5912565091785
2022-07-02,8172.675573480187
2022-07-03,8138.891184622398
2022-07-04,8208.890436122052
2022-07-05,8069.666497805405
2022-07-06,8131.19428845553
2022-07-07,8172.579594069955
2022-07-08,8042.439863368432
2022-07-09,8130.096308613938
2022-07-10,8244.013019415868
2022-07-11,8277.124805809894
2022-07-12,8151.6618249712
2022-07-13,8309.427246150004
2022-07-14,8403.368760061096
2022-07-15,8352.008635850618
2022-07-16,8328.08113777141
2022-07-17,8284.965287993544
2022-07-18,8286.94068541609
2022-07-19,8234.31237195138
2022-07-20,8349.45296836479
2022-07-21,8457.104441998503
2022-07-22,8323.664483227607
2022-07-23,8477.08212752908
2022-07-24,8523.056770716747
2022-07-25,8635.12041362169
2022-07-26,8706.725817669152
2022-07-27,8684.257988063824
2022-07-28,8765.471537521827
2022-07-29,8928.675407227085
2022-07-30,8846.561021104508
2022-07-31,8955.621148937735
2022-08-01,8969.295632469912
2022-08-02,8963.375001816099
2022-08-03,8940.27620266057
2022-08-04,9022.893729298285
2022-08-05,8939.304031401758
2022-08-06,9065.066866172074
2022-08-07,9184.990818210494
2022-08-08,9033.13091876312
2022-08-09,9171.023896674305
2022-08-10,9077.062515874637
2022-08-11,9064.248777677694
2022-08-12,9104.251738286119
2022-08-13,9060.18326475646
2022-08-14,8889.380689041136
2022-08-15,9014.170823676342
2022-08-16,8899.452828601708
2022-08-17,8796.97379605706
2022-08-18,8901.774733602448
2022-08-19,8844.924027528132
2022-08-20,8979.480080612633
2022-08-21,9051.74109975867
2022-08-22,8970.73474263326
2022-08-23,8794.962565979455
2022-08-24,8952.590309930065
2022-08-25,8804.196814676654
2022-08-26,8881.70004094454
2022-08-27,8877.642115420109
2022-08-28,8969.31785143886
2022-08-29,9037.703281476806
2022-08-30,9090.448366107437
2022-08-31,9087.11083892592
2022-09-01,9193.587376569234
2022-09-02,9043.935393398126
2022-09-03,8943.220826701488
2022-09-04,9011.828621962684
2022-09-05,8941.971100185187
2022-09-06,8971.141807669215
2022-09-07,8961.546449780972
2022-09-08,8972.63078267216
2022-09-09,8945.893711339644
2022-09-10,9033.898202407318
2022-09-11,8972.753634563584
2022-09-12,9045.560331355045
2022-09-13,8962.672760126678
2022-09-14,8873.54926014342
2022-09-15,8738.904112415583
2022-09-16,8631.445057128476
2022-09-17,8500.093363204394
2022-09-18,8512.287245369858
2022-09-19,8601.56057611706
2022-09-20,8493.232468010161
2022-09-21,8396.880020609784
2022-09-22,8391.572717916542
2022-09-23,8466.957572637572
2022-09-24,8628.374030300449
2022-09-25,8636.877075164633
2022-09-26,8561.908534166012
2022-09-27,8425.098177193453
2022-09-28,8322.014599783037
2022-09-29,8231.299036095643
2022-09-30,8125.754535596658
2022-10-01,7967.8380912608145
2022-10-02,7978.717405841433
2022-10-03,7906.6891600296085
2022-10-04,8056.693263645889
2022-10-05,8073.889136780346
2022-10-06,8137.646182541511
2022-10-07,8015.997972242932
2022-10-08,8134.141340647329
2022-10-09,8131.173581129137
2022-10-10,8252.399535624558
2022-10-11,8276.847836890587
2022-10-12,8266.71596368442
2022-10-13,8247.030862212965
2022-10-14,8142.90836015182
2022-10-15,7996.784428943636
2022-10-16,8137.868049055998
2022-10-17,8130.618571640915
2022-10-18,8235.37854955642
2022-10-19,8202.670077548062
2022-10-20,8062.923540046531
2022-10-21,8104.67197355618
2022-10-22,7959.957892562936
2022-10-23,7848.262994314973
2022-10-24,7867.990261690031
2022-10-25,7806.25345038944
2022-10-26,7960.479452374101
2022-10-27,7838.987112410056
2022-10-28,7921.905862804991
2022-10-29,7955.595399793043
2022-10-30,8048.116056130417
2022-10-31,7959.807985866816
2022-11-01,7966.994907682446
2022-11-02,7951.224867433037
2022-11-03,7933.007340344112
2022-11-04,8047.295532493966
2022-11-05,8205.03258741944
2022-11-06,8141.15812991883
2022-11-07,8180.570232274383
2022-11-08,8216.443967364366
2022-11-09,8295.351180391455
2022-11-10,8443.867896255486
2022-11-11,8345.171883418921
2022-11-12,8248.710106812765
2022-11-13,8301.64311467969
2022-11-14,8187.7635299011745
2022-11-15,8080.934028582747
2022-11-16,7943.579118149273
2022-11-17,7785.557728354057
2022-11-18,7770.1434777525155
2022-11-19,7799.300535588453
2022-11-20,7734.179274034077
2022-11-21,7651.106836382783
2022-11-22,7714.444482975453
2022-11-23,7777.081932881401
2022-11-24,7762.7818472462695
2022-11-25,7820.966977485339
2022-11-26,7953.582748696913
2022-11-27,8045.153309790069
2022-11-28,8085.397743400188
2022-11-29,8137.526903838629
2022-11-30,8278.686453756492
2022-12-01,8253.896412667402
2022-12-02,8268.608942978568
2022-12-03,8317.438294747364
2022-12-04,8453.315774524342
2022-12-05,8563.760427897183
2022-12-06,8416.946688740376
2022-12-07,8304.470285818286
2022-12-08,8240.563006398785
2022-12-09,8322.625078184556
2022-12-10,8345.664451154566
2022-12-11,8275.097047213509
2022-12-12,8150.756649852107
2022-12-13,8212.271385514216
2022-12-14,8277.882074548192
2022-12-15,8424.45894327153
2022-12-16,8424.618056741287
2022-12-17,8422.527140455546
2022-12-18,8281.17754488045
2022-12-19,8128.757763218946
2022-12-20,8106.656862263766
2022-12-21,8049.041744041982
2022-12-22,7968.669777076441
2022-12-23,7838.406533588145
2022-12-24,7983.232413642754
2022-12-25,8090.513841489886
2022-12-26,8114.849818850348
2022-12-27,8261.172336642232
2022-12-28,8426.254489860532
2022-12-29,8484.322028790752
2022-12-30,8406.100321599508
2022-12-31,8251.505974389896
2023-01-01,8336.090125797862
2023-01-02,8326.253813957414
2023-01-03,8376.714072527333
2023-01-04,8516.126983640206
2023-01-05,8407.62782892359
2023-01-06,8436.324618208298
2023-01-07,8481.80812408385
2023-01-08,8479.000917755988
2023-01-09,8340.366677269014
2023-01-10,8289.644255679923
2023-01-11,8234.371691002954
2023-01-12,8290.409393182645
2023-01-13,8409.039545425403
2023-01-14,8351.792036487363
2023-01-15,8416.492926409444
2023-01-16,8345.194389318256
2023-01-17,8493.803454459201
2023-01-18,8600.338185221539
2023-01-19,8617.572096385145
2023-01-20,8602.000456804613
2023-01-21,8538.179516854549
2023-01-22,8477.822711330167
2023-01-23,8637.2684215485
2023-01-24,8604.161791381935
2023-01-25,8609.185332045434
2023-01-26,8777.277683412978
2023-01-27,8832.630843086443
2023-01-28,8847.679382895933
2023-01-29,8816.977075725734
2023-01-30,8706.793972902495
2023-01-31,8658.655627195738
2023-02-01,8747.473745552503
2023-02-02,8791.354132727552
2023-02-03,8882.780887674355
2023-02-04,8777.451799086726
2023-02-05,8794.732719472324
2023-02-06,8945.183424393354
2023-02-07,8923.040909169542
2023-02-08,8993.80063397359
2023-02-09,8857.607900715224
2023-02-10,9025.245859676044
2023-02-11,9064.549602178746
2023-02-12,8970.02355881295
2023-02-13,8847.449322058072
2023-02-14,8865.441143579666
2023-02-15,8883.970415245065
2023-02-16,8739.41371840471
2023-02-17,8911.49527028524
2023-02-18,9058.688176648086
2023-02-19,9044.718916440585
2023-02-20,8906.322470140243
2023-02-21,9024.64943861391
2023-02-22,9024.06301859262
2023-02-23,9102.248701144088
2023-02-24,9105.478912649807
2023-02-25,9022.955919645457
2023-02-26,9143.76389589299
2023-02-27,9319.413637204796
2023-02-28,9223.882529656097
2023-03-01,9242.797051536867
2023-03-02,9199.757417396191
2023-03-03,9355.000803056037
2023-03-04,9358.084544954812
2023-03-05,9500.075231586086
2023-03-06,9638.406562121898
2023-03-07,9552.141822084623
2023-03-08,9662.949029275622
2023-03-09,9630.07274824454
2023-03-10,9797.34649312338
2023-03-11,9800.378840761725
2023-03-12,9926.039091738734
2023-03-13,9839.817142093278
2023-03-14,9760.53019798967
2023-03-15,9794.472528588385
2023-03-16,9989.931936478923
2023-03-17,9985.79224720712
2023-03-18,9845.430121337273
2023-03-19,9860.623816610245
2023-03-20,9799.536834643659
2023-03-21,9819.887500281458
2023-03-22,9836.94663357683
2023-03-23,9819.375728745385
2023-03-24,9749.374322286438
2023-03-25,9627.956540163046
2023-03-26,9704.016791278304
2023-03-27,9731.88581221413
2023-03-28,9628.16821817212
2023-03-29,9734.287760485866
2023-03-30,9556.597020051393
2023-03-31,9650.13896094096
2023-04-01,9729.35806376299
2023-04-02,9850.550412454875
2023-04-03,9805.66293278938
2023-04-04,9869.86603230091
2023-04-05,9996.495446923382
2023-04-06,10188.75530027981
2023-04-07,10186.851490440606
2023-04-08,9998.198991952242
2023-04-09,9999.115286950235
2023-04-10,10035.184267321956
2023-04-11,10183.584698053015
2023-04-12,10336.008672748141
2023-04-13,10311.328851407361
2023-04-14,10322.03245901233
2023-04-15,10304.248866478367
2023-04-16,10395.933528802365
2023-04-17,10358.49927739085
2023-04-18,10422.631367709062
2023-04-19,10278.532743583926
2023-04-20,10265.989069313306
2023-04-21,10458.662643023586
2023-04-22,10391.125299401101
2023-04-23,10471.222004588586
2023-04-24,10533.980918731864
2023-04-25,10682.200473831637
2023-04-26,10832.751705528222
2023-04-27,10988.458291864903
2023-04-28,10935.71782263538
2023-04-29,10855.520147174904
2023-04-30,10950.491803816756
2023-05-01,11064.114899297203
2023-05-02,11228.91843893898
2023-05-03,11020.464392724547
2023-05-04,10830.216241191572
2023-05-05,10887.036328189586
2023-05-06,11070.343143790114
2023-05-07,11290.610170019785
2023-05-08,11402.055884016188
2023-05-09,11371.941445333314
2023-05-10,11189.28219518366
2023-05-11,11249.143883152514
2023-05-12,11416.791778971381
2023-05-13,11391.071369036645
2023-05-14,11479.466612678798
2023-05-15,11664.710334721189
2023-05-16,11452.874981132081
2023-05-17,11588.542744451364
2023-05-18,11492.760090027035
2023-05-19,11435.223236893375
2023-05-20,11273.10369657037
2023-05-21,11287.157342023622
2023-05-22,11316.922958347617
2023-05-23,11449.339772336702
2023-05-24,11298.20099904686
2023-05-25,11107.924990998716
2023-05-26,11272.69532881628
2023-05-27,11326.673669305186
2023-05-28,11209.252214407208
2023-05-29,11394.352396888551
2023-05-30,11231.694698446121
2023-05-31,11214.240605957926
2023-06-01,11103.882313544547
2023-06-02,10995.209376029816
2023-06-03,10779.438257566948
2023-06-04,10910.789195345596
2023-06-05,11085.889653108536
2023-06-06,11164.648640310572
2023-06-07,11011.905360071
2023-06-08,10986.238715740374
2023-06-09,10918.372599108989
2023-06-10,10956.618219337372
2023-06-11,11017.510152043324
2023-06-12,10984.153070486283
2023-06-13,10874.354696258599
2023-06-14,11024.552990659036
2023-06-15,10891.913065378498
2023-06-16,10841.676621054541
2023-06-17,10834.394510181082
2023-06-18,10720.505826167371
2023-06-19,10751.347731862561
2023-06-20,10783.520894896259
2023-06-21,10996.03909278425
2023-06-22,10905.97306737227
2023-06-23,11114.471054432046
2023-06-24,11184.816682795543
2023-06-25,11083.920858552332
2023-06-26,11113.150938801098
2023-06-27,11195.743651085328
2023-06-28,11305.313636089131
2023-06-29,11101.385788850137
2023-06-30,11148.636170053358
2023-07-01,11147.17671837999
2023-07-02,11327.384336350415
2023-07-03,11230.509895559166
2023-07-04,11364.76395673989
2023-07-05,11413.434694026515
2023-07-06,11346.01368897652
2023-07-07,11408.01642153707
2023-07-08,11463.181556505438
2023-07-09,11544.691407045177
2023-07-10,11646.713404314089
2023-07-11,11720.87107548715
2023-07-12,11879.495304605936
2023-07-13,11940.436214428863
2023-07-14,12133.108862314768
2023-07-15,12204.131523860613
2023-07-16,12110.859195295543
2023-07-17,12082.191914832943
2023-07-18,12120.648954347129
2023-07-19,12233.303001479331
